,state_mw,incar_rate_scaled,viol_crime_scaled,clusters,cluster
388,7.4,0.35582820419222116,0.2527626929804683,0,pink
389,0.0,0.528706656768918,0.7309701293706894,1,purple
390,5.85,0.41681486181914806,0.2769232261925936,2,dark purple
391,0.0,0.3118157619610429,0.7226679008454084,1,purple
392,5.85,0.6545696873217821,0.5080163478851318,2,dark purple
393,5.85,0.18754403572529554,0.2252940321341157,2,dark purple
394,7.68,0.3405926516279578,0.13746035983785987,0,pink
395,5.85,0.41941856034100056,0.2578294603154063,2,dark purple
396,8.07,0.2624433021992445,0.33420752733945847,0,pink
397,6.55,0.269831158220768,0.27589353267103434,0,pink
398,6.5,0.3959156107157469,0.2755346707999706,0,pink
399,5.15,0.31989908311516047,0.24968648795038462,2,dark purple
400,0.0,0.5785238929092884,0.4501022398471832,1,purple
401,7.15,0.7834232412278652,0.6333816796541214,0,pink
402,7.25,0.6146962288767099,0.42645460925996304,0,pink
403,6.25,0.46161036007106304,0.5158421117812395,2,dark purple
404,8.0,0.4567705560475588,0.4732849542051554,0,pink
405,7.28,0.4522614646703005,0.33876325469464064,0,pink
406,8.0,0.5382731556892395,0.3009418258443475,0,pink
407,7.15,0.7435133215039968,0.6454477552324533,0,pink
408,7.21,0.5468398798257113,0.612478144466877,0,pink
409,5.15,0.544682564213872,0.4280404653400183,2,dark purple
410,7.25,0.37431148812174797,0.27409358881413937,0,pink
411,6.55,0.4647428635507822,0.2461506985127926,0,pink
412,8.0,0.3498030127957463,0.49715698696672916,0,pink
413,6.55,0.4164335783571005,0.33402806147933006,0,pink
414,7.25,0.29635727405548096,0.2820946276187897,0,pink
415,2.65,0.30666107777506113,0.40656360797584057,1,purple
416,6.55,0.34732515923678875,0.2549770986661315,0,pink
417,0.0,0.442757410928607,0.6428653374314308,1,purple
418,7.25,0.15732371248304844,0.11985123855993152,0,pink
419,6.55,0.3871582681313157,0.5899663083255291,0,pink
420,8.0,0.1691946992650628,0.46261618845164776,0,pink
421,7.4,0.4561609588563442,0.49976292066276073,0,pink
422,5.25,0.18039525020867586,0.2444640500470996,2,dark purple
423,0.0,0.5830631125718355,0.2862808760255575,1,purple
424,7.05,0.5097050685435534,0.4929036367684603,0,pink
425,4.0,0.3164138179272413,0.28697759844362736,2,dark purple
426,6.55,0.24991387035697699,0.28937687166035175,0,pink
427,6.55,0.4755806177854538,0.7051986642181873,0,pink
428,7.25,0.22007059305906296,0.16042881179600954,0,pink
429,7.15,0.27693756856024265,0.31136670149862766,0,pink
430,7.5,0.32761581242084503,0.632392056286335,0,pink
431,7.15,0.2992561552673578,0.38436243776232004,0,pink
432,6.55,0.42781680822372437,0.4045034758746624,0,pink
433,6.55,0.22200096864253283,0.26637024711817503,0,pink
434,7.3,0.43995981104671955,0.33185635693371296,0,pink
435,2.0,0.6523643620312214,0.5033834837377071,1,purple
436,8.4,0.3590232925489545,0.26055655907839537,0,pink
437,7.15,0.4005230497568846,0.3822998143732548,0,pink
438,7.4,0.3240572288632393,0.2542705275118351,0,pink
439,0.0,0.5192664451897144,0.6752327550202608,1,purple
440,6.55,0.41729086078703403,0.21873919758945704,0,pink
441,0.0,0.31656918581575155,0.6659991573542356,1,purple
442,6.55,0.6397387944161892,0.49101170152425766,0,pink
443,6.55,0.18832337809726596,0.21540115121752024,0,pink
444,8.06,0.3570509608834982,0.13461785856634378,0,pink
445,6.55,0.3932083025574684,0.23082515690475702,0,pink
446,8.55,0.25892099365592003,0.3363046795129776,0,pink
447,7.25,0.2781659597530961,0.3052022308111191,0,pink
448,6.5,0.3936850465834141,0.25907312519848347,0,pink
449,5.15,0.3202454652637243,0.21974388509988785,2,dark purple
450,0.0,0.5714254453778267,0.3837296040728688,1,purple
451,7.75,0.7518070749938488,0.6353042554110289,0,pink
452,7.25,0.625744741410017,0.41364957578480244,0,pink
453,6.25,0.48576323315501213,0.5035275127738714,2,dark purple
454,8.0,0.43607084080576897,0.43958467431366444,0,pink
455,7.24,0.45074066147208214,0.3236924996599555,0,pink
456,8.25,0.5210183095186949,0.28200268279761076,0,pink
457,7.25,0.7088304962962866,0.6232551299035549,0,pink
458,7.25,0.5418127402663231,0.5412766244262457,0,pink
459,5.15,0.5435867700725794,0.40225875563919544,2,dark purple
460,7.25,0.388305657543242,0.2642737468704581,0,pink
461,7.25,0.460504787042737,0.22048219107091427,0,pink
462,8.25,0.37702908739447594,0.4448846448212862,0,pink
463,7.25,0.42019085958600044,0.32328180968761444,0,pink
464,7.25,0.31004503834992647,0.26853960007429123,0,pink
465,7.25,0.3167032962664962,0.37081041373312473,0,pink
466,7.25,0.3335692686960101,0.2439258387312293,0,pink
467,0.0,0.4181862808763981,0.5553156137466431,1,purple
468,7.5,0.14720739563927054,0.1221203594468534,0,pink
469,7.25,0.39504426531493664,0.5462969653308392,0,pink
470,8.0,0.17027012072503567,0.4688758868724108,0,pink
471,7.4,0.44661699794232845,0.49298666417598724,0,pink
472,5.25,0.1769460621289909,0.23565818555653095,2,dark purple
473,0.0,0.553993321955204,0.26932007167488337,1,purple
474,7.25,0.5099808797240257,0.4576602019369602,0,pink
475,4.0,0.3165623638778925,0.2757937181740999,2,dark purple
476,7.25,0.2517838729545474,0.2782845636829734,0,pink
477,6.55,0.45084040611982346,0.6629853509366512,0,pink
478,7.25,0.19873830024152994,0.16737456899136305,0,pink
479,7.25,0.27828558813780546,0.3074574051424861,0,pink
480,7.5,0.32232722733169794,0.5879724863916636,0,pink
481,7.25,0.29089662712067366,0.3943860996514559,0,pink
482,7.25,0.4223222844302654,0.36274215672165155,0,pink
483,7.25,0.20989314652979374,0.22945944219827652,0,pink
484,7.3,0.4481638316065073,0.31466546934098005,0,pink
485,2.0,0.6421760190278292,0.4813594277948141,1,purple
486,8.4,0.36106829065829515,0.25135918986052275,0,pink
487,7.25,0.3781101666390896,0.3665121737867594,0,pink
488,7.4,0.3001345321536064,0.257380330003798,0,pink
489,0.0,0.4961931146681309,0.6021643523126841,1,purple
490,7.25,0.41550430469214916,0.26892058085650206,0,pink
491,0.0,0.3151742275804281,0.6120234727859497,1,purple
492,7.25,0.6345347035676241,0.44837803579866886,0,pink
493,7.25,0.19607425201684237,0.2134766662493348,0,pink
494,8.06,0.33215691801160574,0.1310094608925283,0,pink
495,7.25,0.397696765139699,0.21415879018604755,0,pink
496,8.55,0.2525304211303592,0.3134829690679908,0,pink
497,7.25,0.27351637836545706,0.3012347035109997,0,pink
498,7.25,0.3871103283017874,0.248908088542521,0,pink
499,5.15,0.3705580020323396,0.19785529002547264,2,dark purple
500,0.0,0.5581751931458712,0.4198023583739996,1,purple
501,7.75,0.858729612082243,0.610062712803483,0,pink
502,7.35,0.617706123739481,0.4142213612794876,0,pink
503,6.25,0.4794829525053501,0.48230746760964394,2,dark purple
504,8.0,0.3916204907000065,0.4111646208912134,0,pink
505,7.36,0.42730080895125866,0.3143872367218137,0,pink
506,8.25,0.4984223749488592,0.2757117385044694,0,pink
507,7.25,0.7208163384348154,0.5664343480020761,0,pink
508,7.25,0.528558949008584,0.5146035458892584,0,pink
509,5.15,0.5385397933423519,0.3746461123228073,2,dark purple
510,7.25,0.39575393311679363,0.2514278516173363,0,pink
511,7.25,0.4716671537607908,0.20217914134263992,0,pink
512,8.25,0.3765780245885253,0.4239817149937153,0,pink
513,7.25,0.4205112811177969,0.3317653201520443,0,pink
514,7.25,0.29747753869742155,0.25726992171257734,0,pink
515,7.25,0.32504338305443525,0.3556664567440748,0,pink
516,7.25,0.3206227673217654,0.2396484138444066,0,pink
517,0.0,0.4119117744266987,0.5546294618397951,1,purple
518,7.5,0.1488847890868783,0.12329287128522992,0,pink
519,7.25,0.3938816022127867,0.4934779368340969,0,pink
520,8.0,0.17355827149003744,0.4273041617125273,0,pink
521,7.4,0.43439166620373726,0.4427648149430752,0,pink
522,5.25,0.1740878913551569,0.2304527908563614,2,dark purple
523,0.0,0.5168840289115906,0.2689879387617111,1,purple
524,7.25,0.515378313139081,0.44746333733201027,0,pink
525,4.0,0.3132307669147849,0.2761442447081208,2,dark purple
526,7.25,0.2527909120544791,0.25360514409840107,0,pink
527,7.25,0.4470174666494131,0.568082369863987,0,pink
528,7.25,0.18386607989668846,0.21733075845986605,0,pink
529,7.25,0.267601665109396,0.3079083049669862,0,pink
530,7.5,0.32169546466320753,0.5726727657020092,0,pink
531,7.25,0.28303295839577913,0.3972132224589586,0,pink
532,7.25,0.4109581932425499,0.34629201982170343,0,pink
533,7.25,0.20226654596626759,0.24812337942421436,0,pink
534,7.4,0.4415645729750395,0.3051553387194872,0,pink
535,2.0,0.627615675330162,0.45745917595922947,1,purple
536,8.5,0.3548910841345787,0.2492872066795826,0,pink
537,7.25,0.3900675103068352,0.36243870854377747,0,pink
538,7.4,0.2885843627154827,0.246134283952415,0,pink
539,0.0,0.47852201387286186,0.5968740209937096,1,purple
540,7.25,0.43249516747891903,0.2555874176323414,0,pink
541,0.0,0.30986969359219074,0.6077546160668135,1,purple
542,7.25,0.6240534596145153,0.40860995650291443,0,pink
543,7.25,0.18810757901519537,0.19709724001586437,0,pink
544,8.15,0.3276454284787178,0.14762397622689605,0,pink
545,7.25,0.3767220303416252,0.19759675487875938,0,pink
546,8.67,0.25074498262256384,0.2953423885628581,0,pink
547,7.25,0.2775878878310323,0.29634893871843815,0,pink
548,7.25,0.3920948598533869,0.24988427758216858,0,pink
549,5.15,0.381065858528018,0.21943894680589437,2,dark purple
550,0.0,0.5556376650929451,0.4502931609749794,1,purple
551,7.75,0.8637463673949242,0.6041294895112514,0,pink
552,7.65,0.6107783410698175,0.4285812843590975,0,pink
553,6.25,0.4760616458952427,0.46955281868577003,2,dark purple
554,8.0,0.34983004443347454,0.42353817261755466,0,pink
555,7.64,0.3917172085493803,0.30737314373254776,0,pink
556,8.25,0.4778709262609482,0.2835096325725317,0,pink
557,7.25,0.7338725030422211,0.5504589062184095,0,pink
558,7.67,0.516724307090044,0.4869739059358835,0,pink
559,5.15,0.5564740858972073,0.3799550700932741,2,dark purple
560,7.25,0.3810544731095433,0.24300585500895977,0,pink
561,7.25,0.4835201893001795,0.20982834976166487,0,pink
562,8.25,0.3834882052615285,0.41618901304900646,0,pink
563,7.25,0.42879986576735973,0.3448264207690954,0,pink
564,7.25,0.28406144119799137,0.2655901247635484,0,pink
565,7.25,0.3294172929599881,0.3566925646737218,0,pink
566,7.25,0.29677627608180046,0.22494536824524403,0,pink
567,0.0,0.4041820764541626,0.49626976251602173,1,purple
568,7.5,0.14881434617564082,0.12239358620718122,0,pink
569,7.25,0.3706115297973156,0.4772579297423363,0,pink
570,8.0,0.16744157765060663,0.4070092923939228,0,pink
571,7.4,0.4411223344504833,0.454964954406023,0,pink
572,5.25,0.17512304475530982,0.23085162974894047,2,dark purple
573,0.0,0.5287548992782831,0.2601416315883398,1,purple
574,7.25,0.5179664120078087,0.4513055086135864,0,pink
575,4.0,0.307808886282146,0.2787684556096792,2,dark purple
576,7.25,0.2544533461332321,0.25881908368319273,0,pink
577,7.25,0.45723970979452133,0.6086000707000494,0,pink
578,7.25,0.19430742831900716,0.214963941834867,0,pink
579,7.25,0.2599306870251894,0.2901187166571617,0,pink
580,7.5,0.3186883870512247,0.559624470770359,0,pink
581,7.25,0.2761424984782934,0.40628574788570404,0,pink
582,7.25,0.38342843763530254,0.35353624261915684,0,pink
583,7.25,0.2014700323343277,0.2456708112731576,0,pink
584,7.7,0.4403346683830023,0.30145335476845503,0,pink
585,2.0,0.6386636756360531,0.4743983969092369,1,purple
586,8.8,0.3621466923505068,0.24714081082493067,0,pink
587,7.25,0.3934983629733324,0.3555492963641882,0,pink
588,7.4,0.2896304242312908,0.25297438260167837,0,pink
589,0.0,0.46294876374304295,0.5604840815067291,1,purple
590,7.25,0.43115075677633286,0.3238426521420479,0,pink
591,0.0,0.30700641218572855,0.6384748034179211,1,purple
592,7.25,0.5955113563686609,0.4085639026015997,0,pink
593,7.25,0.18596287118270993,0.20803040824830532,0,pink
594,8.46,0.3249445231631398,0.1423429581336677,0,pink
595,7.25,0.36288443952798843,0.19148299470543861,0,pink
596,9.04,0.2453693887218833,0.2980718156322837,0,pink
597,7.25,0.28734083753079176,0.3200874663889408,0,pink
598,7.25,0.39162877947092056,0.28393478132784367,0,pink
599,5.15,0.3792752977460623,0.20134367514401674,2,dark purple
600,0.0,0.5549238994717598,0.43098917230963707,1,purple
601,7.75,0.6891743745654821,0.6387171801179647,0,pink
602,7.8,0.6184027064591646,0.41561434045434,0,pink
603,6.25,0.48314076848328114,0.4632000345736742,2,dark purple
604,8.0,0.34955537412315607,0.4026370123028755,0,pink
605,7.78,0.38284657057374716,0.3053630003705621,0,pink
606,8.25,0.48117139376699924,0.2622424392029643,0,pink
607,7.25,0.7347282953560352,0.5007349420338869,0,pink
608,7.79,0.5149918142706156,0.469344574958086,0,pink
609,5.15,0.5372915882617235,0.37538674660027027,2,dark purple
610,7.25,0.3671431913971901,0.25443811900913715,0,pink
611,7.25,0.4475947003811598,0.21521004382520914,0,pink
612,8.25,0.37743146531283855,0.4030548967421055,0,pink
613,7.25,0.4336667712777853,0.3595804562792182,0,pink
614,7.25,0.2815666142851114,0.2730293897911906,0,pink
615,7.25,0.3318598261103034,0.34284123685210943,0,pink
616,7.25,0.2759579801931977,0.2109290799126029,0,pink
617,0.0,0.40598069317638874,0.5211821291595697,1,purple
618,7.5,0.15601692721247673,0.13253536308184266,0,pink
619,7.25,0.3654817584902048,0.4754377994686365,0,pink
620,8.0,0.15832760836929083,0.40638712234795094,0,pink
621,7.4,0.44153514318168163,0.4521734546869993,0,pink
622,5.25,0.17319985199719667,0.23441275116056204,2,dark purple
623,0.0,0.5210536997765303,0.2774875843897462,1,purple
624,7.35,0.5210824310779572,0.4336867015808821,0,pink
625,4.0,0.30792304314672947,0.2881174208596349,2,dark purple
626,7.25,0.268169236369431,0.26479840744286776,0,pink
627,7.25,0.4581417888402939,0.60498071834445,0,pink
628,7.25,0.19831908866763115,0.22319403942674398,0,pink
629,7.25,0.24982320610433817,0.2889299765229225,0,pink
630,7.5,0.324261630885303,0.6224558688700199,0,pink
631,7.25,0.2706786384806037,0.3938071895390749,0,pink
632,7.25,0.37746282760053873,0.34102227073162794,0,pink
633,7.25,0.21772256586700678,0.2733965404331684,0,pink
634,7.85,0.44686291366815567,0.291410181671381,0,pink
635,2.0,0.6582720670849085,0.4460543394088745,1,purple
636,8.95,0.3718112828209996,0.24276564363390207,0,pink
637,7.25,0.3909697290509939,0.3350599203258753,0,pink
638,7.75,0.3007535822689533,0.2572734374552965,0,pink
639,0.0,0.45126406475901604,0.5084526725113392,1,purple
640,7.25,0.4271978046745062,0.32323687337338924,0,pink
641,0.0,0.31948809046298265,0.5858307704329491,1,purple
642,7.25,0.5862036254256964,0.41031651198863983,0,pink
643,7.25,0.18540802411735058,0.22888348903506994,0,pink
644,8.6,0.3314961213618517,0.12363306013867259,0,pink
645,7.25,0.3625604556873441,0.1977547537535429,0,pink
646,9.19,0.25466959923505783,0.28998779598623514,0,pink
647,7.25,0.3079421352595091,0.3051907289773226,0,pink
648,7.25,0.39079198613762856,0.28065701480954885,0,pink
649,5.15,0.3923027776181698,0.2078107325360179,2,dark purple
650,0.0,0.5391414277255535,0.4274157341569662,1,purple
651,7.75,0.8582497015595436,0.6357807200402021,0,pink
652,7.9,0.6259541027247906,0.39985240437090397,0,pink
653,6.25,0.5140965338796377,0.4801493138074875,2,dark purple
654,9.0,0.3464467590674758,0.39613167755305767,0,pink
655,8.0,0.38217909168452024,0.3090816782787442,0,pink
656,8.7,0.46748705208301544,0.23694094270467758,0,pink
657,7.75,0.7193137425929308,0.48909056931734085,0,pink
658,7.93,0.5070703104138374,0.5404886323958635,0,pink
659,5.15,0.5221076309680939,0.37729728501290083,2,dark purple
660,7.25,0.37969485856592655,0.2592350821942091,0,pink
661,7.25,0.4586824681609869,0.21217965986579657,0,pink
662,8.25,0.37481230683624744,0.37003769539296627,0,pink
663,7.25,0.4925529006868601,0.3653104417026043,0,pink
664,7.25,0.2846682211384177,0.27346815913915634,0,pink
665,7.25,0.3284755861386657,0.3485856344923377,0,pink
666,7.25,0.27447871398180723,0.211625499650836,0,pink
667,0.0,0.40239361114799976,0.5147455260157585,1,purple
668,7.5,0.1653272775001824,0.127810996491462,0,pink
669,7.25,0.3558325348421931,0.44610416516661644,0,pink
670,8.0,0.15487573109567165,0.39136256091296673,0,pink
671,8.15,0.4375332035124302,0.42733121663331985,0,pink
672,6.5,0.1754754688590765,0.229147938080132,0,pink
673,0.0,0.43649482540786266,0.27848295867443085,1,purple
674,7.5,0.5261405371129513,0.4429060034453869,0,pink
675,7.9,0.3047151258215308,0.3236682154238224,0,pink
676,7.25,0.27786295395344496,0.28036097064614296,0,pink
677,7.25,0.4470784682780504,0.6355889607220888,0,pink
678,7.25,0.20522861741483212,0.1961090136319399,0,pink
679,8.25,0.23935534991323948,0.26119425892829895,0,pink
680,7.5,0.33314600586891174,0.597390066832304,0,pink
681,8.0,0.2651746850460768,0.38183494471013546,0,pink
682,7.25,0.3755846293643117,0.32951647881418467,0,pink
683,7.25,0.22934973239898682,0.26505040004849434,0,pink
684,7.25,0.4443701356649399,0.28488473035395145,0,pink
685,2.0,0.6831524427980185,0.40597710758447647,1,purple
686,9.1,0.3650158178061247,0.2323285909369588,0,pink
687,7.25,0.38455615285784006,0.31409512739628553,0,pink
688,8.0,0.29691813979297876,0.21920576691627502,0,pink
689,0.0,0.4334832541644573,0.4977152682840824,1,purple
690,7.25,0.41105281561613083,0.3265449544414878,0,pink
691,0.0,0.3178176935762167,0.6084266118705273,1,purple
692,7.25,0.5721973720937967,0.4058840684592724,0,pink
693,7.25,0.1803321996703744,0.21563749760389328,0,pink
694,8.73,0.315850623883307,0.09927189676091075,0,pink
695,7.25,0.3609050763770938,0.196245894767344,0,pink
696,9.32,0.24329004809260368,0.2851506695151329,0,pink
697,7.25,0.31707927118986845,0.30200083274394274,0,pink
698,7.25,0.39204079657793045,0.290296389721334,0,pink
699,5.15,0.4055444151163101,0.1954967388883233,2,dark purple
700,0.0,0.5188744515180588,0.47236261889338493,1,purple
701,8.75,0.7105596829205751,0.7301958743482828,0,pink
702,8.05,0.6180960685014725,0.41024801321327686,0,pink
703,7.5,0.529983825981617,0.5213208962231874,0,pink
704,9.0,0.32651834189891815,0.42632208205759525,0,pink
705,8.23,0.365778966806829,0.32098896335810423,0,pink
706,9.15,0.44624083675444126,0.21846976596862078,0,pink
707,8.25,0.6804914679378271,0.4989777226001024,0,pink
708,8.05,0.49076839350163937,0.4618654493242502,0,pink
709,5.15,0.5090818740427494,0.3783018095418811,2,dark purple
710,7.75,0.37810762878507376,0.2934472868219018,0,pink
711,7.25,0.43735988438129425,0.21559824235737324,0,pink
712,8.25,0.35956467036157846,0.3837793134152889,0,pink
713,7.25,0.4016206134110689,0.387526280246675,0,pink
714,7.25,0.28374798130244017,0.2860527718439698,0,pink
715,7.25,0.3274098737165332,0.3899175673723221,0,pink
716,7.25,0.2702542580664158,0.2186621306464076,0,pink
717,0.0,0.3949494566768408,0.5397021770477295,1,purple
718,7.5,0.16474489821121097,0.13006571680307388,0,pink
719,8.25,0.3488112008199096,0.4572122357785702,0,pink
720,9.0,0.1397175481542945,0.3909383434802294,0,pink
721,8.15,0.4296062048524618,0.415527168661356,0,pink
722,7.25,0.17447556601837277,0.2426226856186986,0,pink
723,0.0,0.46675954945385456,0.2758382819592953,1,purple
724,7.65,0.5308471620082855,0.49741342663764954,0,pink
725,8.05,0.307469186373055,0.3495816374197602,0,pink
726,8.0,0.2707007108256221,0.27486695908010006,0,pink
727,7.25,0.4578246269375086,0.6959211081266403,0,pink
728,7.25,0.19998375792056322,0.19930738490074873,0,pink
729,8.38,0.22654577624052763,0.2554026199504733,0,pink
730,7.5,0.34070161636918783,0.6561287678778172,0,pink
731,8.75,0.2601401414722204,0.3782301675528288,0,pink
732,7.25,0.3673078492283821,0.34703463315963745,0,pink
733,7.25,0.23410448338836432,0.23938899394124746,0,pink
734,7.25,0.44982433319091797,0.29188639018684626,0,pink
735,2.0,0.6985077634453773,0.4220039118081331,1,purple
736,9.25,0.3637399757280946,0.259817810729146,0,pink
737,7.25,0.3815347561612725,0.31508682295680046,0,pink
738,9.0,0.2823066897690296,0.2425451995804906,0,pink
739,0.0,0.417818408459425,0.5044784396886826,1,purple
740,8.5,0.4118960816413164,0.38312391843646765,0,pink
741,0.0,0.2999864052981138,0.6120934616774321,1,purple
742,7.25,0.5551398731768131,0.4121975041925907,0,pink
743,7.25,0.16125269467011094,0.23602107539772987,0,pink
744,9.15,0.2795339561998844,0.11804320383816957,0,pink
745,7.25,0.3629968501627445,0.1956222578883171,0,pink
746,9.47,0.24018350522965193,0.2844212343916297,0,pink
747,8.0,0.3212900599464774,0.33788327127695084,0,pink
748,7.25,0.39703105576336384,0.30576970893889666,0,pink
749,5.15,0.4094815347343683,0.22214374039322138,2,dark purple
750,0.0,0.4885254427790642,0.5324094090610743,1,purple
751,9.75,0.5904072895646095,0.8045614697039127,0,pink
752,8.05,0.6115239579230547,0.4710332490503788,0,pink
753,8.0,0.5298452451825142,0.5542744416743517,0,pink
754,10.0,0.3293323330581188,0.44481344521045685,0,pink
755,8.31,0.35236221738159657,0.3441164270043373,0,pink
756,9.6,0.41921185329556465,0.22769556380808353,0,pink
757,8.25,0.6648486945778131,0.5100252106785774,0,pink
758,8.05,0.4744733218103647,0.429402943700552,0,pink
759,5.15,0.518081896007061,0.390435173176229,2,dark purple
760,8.5,0.36271167919039726,0.24162111803889275,0,pink
761,7.25,0.42981477454304695,0.23071072064340115,0,pink
762,8.25,0.33980158623307943,0.4367029760032892,0,pink
763,7.25,0.379001721739769,0.3996980842202902,0,pink
764,7.25,0.2890251809731126,0.29288993682712317,0,pink
765,7.25,0.3319770563393831,0.4011719021946192,0,pink
766,7.25,0.2675089752301574,0.2356116659939289,0,pink
767,0.0,0.3213507356122136,0.5650045350193977,1,purple
768,7.5,0.17711196560412645,0.12396334204822779,0,pink
769,8.75,0.3358810441568494,0.48166299238801,0,pink
770,10.0,0.13244972797110677,0.3806574270129204,0,pink
771,8.5,0.41397521272301674,0.4608874209225178,0,pink
772,7.25,0.17210703808814287,0.24189825635403395,0,pink
773,0.0,0.45956759713590145,0.28173637110739946,1,purple
774,7.65,0.5323602352291346,0.520753301680088,0,pink
775,8.05,0.3079941729083657,0.37413735408335924,0,pink
776,9.0,0.2708634827286005,0.29675986152142286,0,pink
777,7.25,0.4739978350698948,0.6778590846806765,0,pink
778,7.25,0.1946794567629695,0.19984794780611992,0,pink
779,8.38,0.2167197410017252,0.24348392616957426,0,pink
780,7.5,0.3354700515046716,0.6993754766881466,0,pink
781,9.0,0.2551435260102153,0.37464171182364225,0,pink
782,7.25,0.35415084566920996,0.37184362299740314,0,pink
783,7.25,0.21692863665521145,0.2521348651498556,0,pink
784,7.25,0.44888583943247795,0.30766904819756746,0,pink
785,2.0,0.6724204868078232,0.45534446835517883,1,purple
786,9.75,0.35680467262864113,0.26879662182182074,0,pink
787,7.25,0.3776232013478875,0.3158577485010028,0,pink
788,9.6,0.2729853382334113,0.2391340211033821,0,pink
789,0.0,0.41082119569182396,0.5068125203251839,1,purple
790,8.55,0.4375874996185303,0.4220339935272932,0,pink
791,0.0,0.3239237703382969,0.6385384127497673,1,purple
792,7.25,0.5421134177595377,0.43384553864598274,0,pink
793,7.25,0.1478819060139358,0.24327263236045837,0,pink
794,9.6,0.27833301573991776,0.1365195377729833,0,pink
795,7.25,0.3551301546394825,0.2198023023083806,0,pink
796,9.47,0.2366179833188653,0.30354622285813093,0,pink
797,8.75,0.3225899999961257,0.36272918805480003,0,pink
798,7.25,0.4012356512248516,0.30688124243170023,0,pink
799,5.15,0.4021131433546543,0.24465301539748907,2,dark purple
